"Date","FNDX.Open","FNDX.High","FNDX.Low","FNDX.Close","FNDX.Volume","FNDX.Adjusted"
2016-03-24,29.668,29.914,29.637,29.16,132300,28.424862
2016-03-28,29.955,30.017,29.853,29.18,110100,28.444357
2016-03-29,29.832,30.191,29.781,29.42,271800,28.678305
2016-03-30,30.335,30.396,30.222,29.51,132600,28.766037
2016-03-31,30.253,30.345,30.222,29.49,164200,28.74654
2016-04-01,30.017,30.366,29.986,29.59,109100,28.844023
2016-04-04,30.324,30.345,30.171,29.440001,126100,28.697802
2016-04-05,30.017,30.058,29.914,29.200001,206300,28.463852
2016-04-06,29.965,30.242,29.945,29.48,136800,28.736794
2016-04-07,30.048,30.089,29.75,29.1,163100,28.366377
2016-04-08,30.078,30.171,29.945,29.26,119400,28.522341
2016-04-11,30.099,30.263,29.976,29.23,123000,28.493095
2016-04-12,29.986,30.355,29.945,29.549999,152200,28.805031
2016-04-13,30.458,30.601,30.407,29.82,258100,29.068224
2016-04-14,30.581,30.632,30.519,29.83,845200,29.077971
2016-04-15,30.56,30.591,30.519,29.809999,137700,29.058475
2016-04-18,30.417,30.786,30.417,29.98,200900,29.22419
2016-04-19,30.827,31.002,30.827,30.17,207100,29.409401
2016-04-20,30.95,31.125,30.889,30.219999,155000,29.458139
2016-04-21,30.971,30.991,30.755,30.01,128600,29.253431
2016-04-22,30.786,30.93,30.766,30.129999,159600,29.370405
2016-04-25,30.817,30.837,30.663,30.059999,179400,29.302174
2016-04-26,30.868,30.961,30.858,30.17,157300,29.409401
2016-04-27,30.93,31.176,30.909,30.33,171500,29.565365
2016-04-28,30.93,31.155,30.776,30.049999,147100,29.292423
2016-04-29,30.725,30.776,30.458,29.860001,224600,29.107214
2016-05-02,30.704,30.878,30.632,30.08,148500,29.321669
2016-05-03,30.632,30.632,30.407,29.76,276800,29.009735
2016-05-04,30.376,30.509,30.242,29.58,132000,28.834274
2016-05-05,30.396,30.509,30.242,29.530001,156800,28.785536
2016-05-06,30.171,30.407,30.171,29.620001,101100,28.873266
2016-05-09,30.396,30.437,30.232,29.58,172700,28.834274
2016-05-10,30.417,30.714,30.417,29.91,145700,29.155954
2016-05-11,30.601,30.673,30.468,29.700001,179600,28.951248
2016-05-12,30.55,30.591,30.324,29.690001,122300,28.941502
2016-05-13,30.366,30.468,30.13,29.42,120800,28.678305
2016-05-16,30.222,30.54,30.222,29.700001,187100,28.951248
2016-05-17,30.386,30.478,30.14,29.440001,165400,28.697802
2016-05-18,30.171,30.376,29.996,29.370001,161900,28.629568
2016-05-19,30.048,30.109,29.873,29.34,176300,28.600325
2016-05-20,30.222,30.355,30.212,29.5,125700,28.756289
2016-05-23,30.273,30.314,30.191,29.43,164700,28.688055
2016-05-24,30.376,30.612,30.355,29.780001,142300,29.029232
2016-05-25,30.673,30.878,30.622,30.049999,386200,29.292423
2016-05-26,30.889,30.919,30.786,30.030001,109700,29.27293
2016-05-27,30.807,30.93,30.807,30.139999,91000,29.380156
2016-05-31,30.971,31.043,30.786,30.139999,161300,29.380156
2016-06-01,30.786,30.991,30.725,30.209999,303300,29.448391
2016-06-02,30.868,31.043,30.827,30.26,130500,29.497131
2016-06-03,30.95,31.063,30.837,30.219999,122200,29.458139
2016-06-06,31.063,31.248,31.063,30.41,114300,29.643349
2016-06-07,31.217,31.422,31.217,30.549999,249500,29.779818
2016-06-08,31.34,31.473,31.34,30.629999,135600,29.857801
2016-06-09,31.258,31.391,31.227,30.559999,105000,29.789564
2016-06-10,31.145,31.186,30.971,30.27,95000,29.50688
2016-06-13,30.919,31.094,30.817,30.040001,202700,29.282677
2016-06-14,30.735,30.827,30.581,29.969999,145300,29.214439
2016-06-15,30.766,30.899,30.766,30,107100,29.243687
2016-06-16,30.56,30.827,30.376,30.01,130700,29.253431
2016-06-17,30.817,30.868,30.694,30.049999,97100,29.292423
2016-06-20,31.104,31.248,31.012,30.25,185200,29.487383
2016-06-21,31.063,31.176,30.971,30.32,128000,29.555616
2016-06-22,31.114,31.227,31.022,30.25,254900,29.487383
2016-06-23,31.289,31.453,31.238,30.66,170200,29.887047
2016-06-24,30.468,30.878,30.294,29.58,615900,28.834274
2016-06-27,29.766,29.766,29.307,28.85,483700,28.282448
2016-06-28,29.715,29.919,29.643,29.32,315100,28.7432
2016-06-29,30.133,30.51,30.133,29.860001,743800,29.272579
2016-06-30,30.52,30.918,30.439,30.309999,196100,29.713726
2016-07-01,30.898,31.051,30.898,30.389999,202800,29.792152
2016-07-05,30.806,30.806,30.571,30.07,145600,29.478445
2016-07-06,30.582,30.867,30.459,30.26,157400,29.664709
2016-07-07,30.877,31.03,30.663,30.17,191400,29.576479
2016-07-08,30.99,31.306,30.99,30.66,128900,30.056841
2016-07-11,31.367,31.469,31.326,30.76,213200,30.154873
2016-07-12,31.54,31.744,31.51,31.059999,219400,30.448973
2016-07-13,31.714,31.755,31.591,31.059999,130800,30.448973
2016-07-14,31.857,31.938,31.785,31.209999,245500,30.59602
2016-07-15,31.928,31.989,31.734,31.190001,146000,30.576412
2016-07-18,31.806,31.887,31.744,31.24,201500,30.625429
2016-07-19,31.765,31.806,31.704,31.15,196700,30.537199
2016-07-20,31.816,31.928,31.734,31.25,266300,30.635235
2016-07-21,31.836,31.938,31.704,31.15,555600,30.537199
2016-07-22,31.775,31.928,31.765,31.299999,118600,30.684248
2016-07-25,31.867,31.867,31.683,31.139999,138100,30.527397
2016-07-26,31.734,31.867,31.693,31.209999,153000,30.59602
2016-07-27,31.898,31.898,31.622,31.1,190800,30.488184
2016-07-28,31.663,31.765,31.581,31.110001,185700,30.497988
2016-07-29,31.602,31.816,31.551,31.16,376700,30.547005
2016-08-01,31.724,31.724,31.54,30.959999,368800,30.350939
2016-08-02,31.551,31.612,31.255,30.799999,262900,30.194084
2016-08-03,31.377,31.591,31.377,30.969999,156200,30.360743
2016-08-04,31.571,31.663,31.52,30.950001,174400,30.341135
2016-08-05,31.673,31.847,31.673,31.200001,233800,30.586218
2016-08-08,31.867,31.918,31.847,31.24,181100,30.625429
2016-08-09,31.898,31.938,31.795,31.209999,214900,30.59602
2016-08-10,31.857,31.877,31.704,31.129999,211200,30.517593
2016-08-11,31.867,31.979,31.857,31.33,173800,30.713659
2016-08-12,31.898,31.979,31.887,31.290001,167200,30.674446
2016-08-15,31.979,32.122,31.979,31.440001,140600,30.821497
2016-08-16,31.989,32.01,31.908,31.280001,238500,30.664642
2016-08-17,31.867,31.979,31.755,31.33,225700,30.713659
2016-08-18,31.959,32.091,31.959,31.459999,243800,30.841099
2016-08-19,31.979,32.04,31.918,31.389999,214100,30.772478
2016-08-22,31.928,31.979,31.857,31.33,212900,30.713659
2016-08-23,32.03,32.132,32.03,31.42,242900,30.801889
2016-08-24,32,32.03,31.836,31.26,185600,30.645035
2016-08-25,31.806,31.928,31.785,31.219999,390100,30.605824
2016-08-26,31.857,32.03,31.622,31.120001,213900,30.507792
2016-08-29,31.744,31.959,31.744,31.290001,221800,30.674446
2016-08-30,31.918,31.959,31.775,31.219999,188200,30.605824
2016-08-31,31.806,31.826,31.602,31.139999,182700,30.527397
2016-09-01,31.724,31.744,31.54,31.09,165200,30.47838
2016-09-02,31.857,31.928,31.826,31.27,171300,30.654839
2016-09-06,31.938,31.979,31.816,31.35,183300,30.733267
2016-09-07,31.969,32.01,31.908,31.370001,375100,30.752874
2016-09-08,31.969,32.04,31.928,31.379999,157300,30.762672
2016-09-09,31.775,31.775,31.204,30.59,174700,29.988218
2016-09-12,31.092,31.693,31.041,31.030001,183100,30.419559
2016-09-13,31.387,31.408,31.02,30.5,253400,29.899988
2016-09-14,31.092,31.275,30.949,30.42,288900,29.82156
2016-09-15,30.979,31.387,30.969,30.719999,260700,30.11566
2016-09-16,31.224,31.234,31.071,30.57,237300,29.968611
2016-09-19,31.316,31.408,31.173,30.59,162700,29.988218
2016-09-20,31.326,31.326,31.163,30.559999,173500,29.958807
2016-09-21,31.265,31.571,31.214,30.940001,150800,30.331333
2016-09-22,31.704,31.806,31.683,31.120001,112500,30.507792
2016-09-23,31.663,31.724,31.54,30.950001,231700,30.341135
2016-09-26,31.449,31.469,31.285,30.690001,388400,30.08625
2016-09-27,31.275,31.469,31.275,30.84,171300,30.233299
2016-09-28,31.5,31.785,31.347,31.139999,143100,30.527397
2016-09-29,31.734,31.816,31.398,30.889999,286700,30.282314
2016-09-30,31.632,31.867,31.632,31.110001,243200,30.497988
2016-10-03,31.409,31.409,31.237,30.870001,204300,30.428595
2016-10-04,31.338,31.369,31.054,30.690001,249500,30.251169
2016-10-05,31.227,31.389,31.227,30.870001,186800,30.428595
2016-10-06,31.287,31.379,31.186,30.889999,287000,30.448307
2016-10-07,31.358,31.379,31.105,30.780001,245700,30.339882
2016-10-10,31.379,31.511,31.369,30.950001,237800,30.507452
2016-10-11,31.328,31.328,30.912,30.58,334000,30.142738
2016-10-12,31.013,31.115,30.922,30.59,197500,30.152597
2016-10-13,30.841,31.003,30.648,30.48,307400,30.044168
2016-10-14,31.064,31.155,30.912,30.469999,162000,30.034313
2016-10-17,30.892,30.932,30.77,30.370001,184800,29.935745
2016-10-18,31.034,31.034,30.912,30.530001,194300,30.093454
2016-10-19,31.013,31.145,30.953,30.620001,171700,30.182169
2016-10-20,31.013,31.095,30.871,30.559999,198900,30.123026
2016-10-21,30.861,31.003,30.821,30.540001,140200,30.103313
2016-10-24,31.145,31.145,30.983,30.620001,196200,30.182169
2016-10-25,31.044,31.115,30.963,30.540001,200900,30.103313
2016-10-26,30.841,31.074,30.841,30.559999,172800,30.123026
2016-10-27,31.105,31.105,30.882,30.469999,183400,30.034313
2016-10-28,30.841,31.013,30.699,30.370001,202100,29.935745
2016-10-31,30.831,30.882,30.78,30.370001,171300,29.935745
2016-11-01,30.851,30.902,30.415,30.18,209200,29.748459
2016-11-02,30.516,30.608,30.384,30.030001,281800,29.600607
2016-11-03,30.486,30.547,30.334,29.950001,282600,29.521748
2016-11-04,30.344,30.516,30.303,29.879999,396300,29.452749
2016-11-07,30.709,30.963,30.709,30.52,279800,30.083597
2016-11-08,30.841,31.166,30.8,30.6,646800,30.162457
2016-11-09,30.719,31.642,30.719,31.059999,324900,30.615877
2016-11-10,31.683,31.866,31.551,31.290001,348900,30.84259
2016-11-11,31.602,31.734,31.5,31.25,188400,30.80316
2016-11-14,31.764,31.896,31.724,31.389999,279700,30.941158
2016-11-15,31.896,32.119,31.866,31.639999,324200,31.187584
2016-11-16,32.018,32.079,31.967,31.58,242700,31.128441
2016-11-17,32.048,32.16,32.038,31.68,214700,31.227011
2016-11-18,32.15,32.16,32.069,31.639999,291900,31.187584
2016-11-21,32.251,32.373,32.241,31.9,273300,31.443865
2016-11-22,32.424,32.525,32.363,32.049999,279100,31.591721
2016-11-23,32.393,32.576,32.393,32.110001,230000,31.650862
2016-11-25,32.586,32.687,32.586,32.220001,238300,31.759293
2016-11-28,32.616,32.667,32.495,32.049999,165400,31.591721
2016-11-29,32.454,32.576,32.403,32.029999,209900,31.572004
2016-11-30,32.698,32.758,32.637,32.169998,297000,31.710003
2016-12-01,32.718,32.789,32.586,32.169998,349000,31.710003
2016-12-02,32.616,32.738,32.576,32.169998,229400,31.710003
2016-12-05,32.779,32.89,32.758,32.360001,212700,31.897287
2016-12-06,32.85,32.982,32.748,32.490002,360000,32.025429
2016-12-07,32.931,33.398,32.931,32.919998,199900,32.44928
2016-12-08,33.438,33.621,33.357,33.009998,215400,32.537991
2016-12-09,33.54,33.682,33.529,33.200001,263800,32.725281
2016-12-12,33.702,33.803,33.6,33.18,429200,32.705563
2016-12-13,33.742,33.935,33.692,33.380001,282800,32.902702
2016-12-14,33.813,33.824,33.428,33.029999,225300,32.557709
2016-12-15,33.479,33.773,33.479,33.16,254600,32.685848
2016-12-16,33.732,33.742,33.54,33.07,289400,32.597134
2016-12-19,33.244,33.324,33.223,32.98,389200,32.678883
2016-12-20,33.355,33.466,33.355,33.119999,340200,32.817604
2016-12-21,33.415,33.435,33.334,33.040001,241900,32.738335
2016-12-22,33.324,33.324,33.193,32.959999,274300,32.659065
2016-12-23,33.223,33.284,33.213,32.98,240300,32.678883
2016-12-27,33.355,33.415,33.294,33.049999,425600,32.748241
2016-12-28,33.435,33.435,33.062,32.77,260700,32.470802
2016-12-29,33.062,33.143,32.991,32.759998,303100,32.460888
2016-12-30,33.092,33.092,32.85,32.630001,303400,32.332077
2017-01-03,33.193,33.284,32.991,32.880001,224200,32.579796
2017-01-04,33.254,33.425,33.254,33.09,296800,32.787876
2017-01-05,33.355,33.385,33.163,33,370200,32.6987
2017-01-06,33.294,33.405,33.223,33.029999,256100,32.728424
2017-01-09,33.233,33.254,33.122,32.82,358400,32.520344
2017-01-10,33.133,33.304,33.102,32.82,312900,32.520344
2017-01-11,33.112,33.284,33.102,32.970001,250500,32.668972
2017-01-12,33.213,33.213,32.951,32.880001,269400,32.579796
2017-01-13,33.203,33.274,33.163,32.91,239800,32.60952
2017-01-17,33.112,33.223,33.072,32.849998,290300,32.550064
2017-01-18,33.173,33.193,33.092,32.849998,315000,32.550064
2017-01-19,33.213,33.213,32.971,32.740002,305100,32.441074
2017-01-20,33.122,33.244,33.072,32.880001,265300,32.579796
2017-01-23,33.082,33.153,32.921,32.740002,231100,32.441074
2017-01-24,33.102,33.385,33.092,33.029999,322900,32.728424
2017-01-25,33.435,33.566,33.435,33.259998,259700,32.956322
2017-01-26,33.556,33.587,33.455,33.189999,278800,32.886963
2017-01-27,33.516,33.516,33.365,33.110001,318800,32.807697
2017-01-30,33.294,33.294,33.021,32.889999,396000,32.589703
2017-01-31,33.133,33.193,32.981,32.889999,472000,32.589703
2017-02-01,33.274,33.334,33.042,32.84,292700,32.540161
2017-02-02,33.072,33.193,33.052,32.869999,295200,32.569885
2017-02-03,33.314,33.466,33.294,33.150002,313800,32.847332
2017-02-06,33.385,33.445,33.294,33.009998,324400,32.708607
2017-02-07,33.355,33.405,33.244,32.970001,352400,32.668972
2017-02-08,33.254,33.334,33.163,33.02,237000,32.718517
2017-02-09,33.365,33.577,33.365,33.25,216200,32.946419
2017-02-10,33.617,33.718,33.617,33.369999,245200,33.065319
2017-02-13,33.738,33.9,33.738,33.52,300800,33.213951
2017-02-14,33.809,34,33.778,33.68,342600,33.37249
2017-02-15,33.97,34.162,33.94,33.82,284200,33.511211
2017-02-16,34.152,34.152,33.99,33.75,387300,33.441853
2017-02-17,33.98,34.061,33.92,33.75,378700,33.441853
2017-02-21,34.182,34.333,34.182,33.970001,301200,33.659843
2017-02-22,34.263,34.273,34.192,33.93,292100,33.620209
2017-02-23,34.323,34.333,34.162,33.919998,336000,33.610298
2017-02-24,34.091,34.273,34.091,33.959999,309400,33.649933
2017-02-27,34.303,34.384,34.253,34.040001,281900,33.729206
2017-02-28,34.243,34.293,34.172,33.900002,364800,33.590481
2017-03-01,34.465,34.767,34.465,34.380001,608900,34.066101
2017-03-02,34.677,34.677,34.465,34.169998,289600,33.858017
2017-03-03,34.475,34.495,34.384,34.130001,306400,33.818382
2017-03-06,34.344,34.394,34.253,34.029999,377000,33.719292
2017-03-07,34.283,34.313,34.172,33.869999,347400,33.560757
2017-03-08,34.222,34.253,34.051,33.759998,283600,33.451759
2017-03-09,34.061,34.122,33.91,33.779999,289200,33.471573
2017-03-10,34.222,34.313,34.051,33.869999,280800,33.560757
2017-03-13,34.192,34.253,34.132,33.889999,581900,33.580574
2017-03-14,34.111,34.111,33.94,33.77,954000,33.46167
2017-03-15,34.142,34.465,34.142,34.07,331700,33.758926
2017-03-16,34.455,34.455,34.293,34.040001,285500,33.729206
2017-03-17,34.404,34.404,34.293,33.990002,261400,33.679661
2017-03-20,34.293,34.293,34.132,33.880001,323000,33.570667
2017-03-21,34.313,34.313,33.748,33.450001,794100,33.144592
2017-03-22,33.758,33.879,33.677,33.540001,465000,33.233772
2017-03-23,33.809,33.98,33.738,33.490002,331100,33.184227
2017-03-24,33.859,33.91,33.617,33.43,387500,33.124771
2017-03-27,33.435,33.718,33.415,33.349998,371700,33.045502
2017-03-28,33.637,34.031,33.627,33.66,306000,33.352676
2017-03-29,33.91,34.061,33.889,33.700001,220300,33.392311
2017-03-30,34.071,34.222,34.041,33.880001,249100,33.570667
2017-03-31,34.152,34.212,34.101,33.790001,265400,33.481487
2017-04-03,33.856,33.856,33.514,33.560001,301000,33.395908
2017-04-04,33.675,33.755,33.604,33.59,482500,33.425758
2017-04-05,33.876,34.036,33.584,33.459999,440500,33.296394
2017-04-06,33.655,33.825,33.594,33.59,355200,33.425758
2017-04-07,33.695,33.815,33.655,33.529999,256800,33.366051
2017-04-10,33.735,33.876,33.675,33.599998,318400,33.435711
2017-04-11,33.715,33.735,33.484,33.57,352900,33.405857
2017-04-12,33.695,33.715,33.534,33.41,279100,33.246639
2017-04-13,33.534,33.594,33.293,33.130001,317100,32.96801
2017-04-17,33.363,33.534,33.323,33.369999,482000,33.206833
2017-04-18,33.423,33.514,33.313,33.27,546500,33.107327
2017-04-19,33.494,33.544,33.273,33.150002,492500,32.987911
2017-04-20,33.373,33.655,33.373,33.419998,317400,33.256588
2017-04-21,33.524,33.564,33.423,33.299999,315300,33.137177
2017-04-24,33.805,33.856,33.745,33.639999,326100,33.475513
2017-04-25,33.916,34.067,33.916,33.849998,281800,33.684486
2017-04-26,34.016,34.197,33.996,33.860001,245900,33.694439
2017-04-27,34.046,34.046,33.886,33.830002,249500,33.664589
2017-04-28,34.026,34.026,33.845,33.689999,235200,33.525269
2017-05-01,33.936,33.946,33.805,33.709999,262300,33.545174
2017-05-02,33.876,33.876,33.765,33.650002,319600,33.48547
2017-05-03,33.785,33.825,33.705,33.639999,302500,33.475513
2017-05-04,33.815,33.815,33.604,33.580002,241000,33.41581
2017-05-05,33.755,33.936,33.755,33.759998,211400,33.594929
2017-05-08,33.946,33.966,33.856,33.790001,279800,33.624783
2017-05-09,33.986,33.986,33.825,33.709999,276900,33.545174
2017-05-10,33.856,33.976,33.856,33.779999,270700,33.61483
2017-05-11,33.906,33.946,33.745,33.720001,251900,33.555126
2017-05-12,33.825,33.825,33.725,33.59,297600,33.425758
2017-05-15,33.866,33.996,33.866,33.790001,307000,33.624783
2017-05-16,34.026,34.026,33.825,33.720001,418500,33.555126
2017-05-17,33.604,33.675,33.303,33.139999,470400,32.977959
2017-05-18,33.253,33.514,33.212,33.200001,325700,33.037666
2017-05-19,33.494,33.755,33.464,33.5,317600,33.336201
2017-05-22,33.735,33.815,33.705,33.639999,212100,33.475513
2017-05-23,33.845,33.896,33.785,33.68,278500,33.51532
2017-05-24,33.896,33.916,33.825,33.73,225500,33.565075
2017-05-25,34.006,34.067,33.926,33.810001,355700,33.644688
2017-05-26,33.926,33.976,33.916,33.779999,296200,33.61483
2017-05-30,33.886,33.966,33.886,33.740002,249600,33.575027
2017-05-31,33.946,33.946,33.765,33.709999,418100,33.545174
2017-06-01,33.956,34.217,33.926,34.049999,254500,33.883511
2017-06-02,34.177,34.247,34.127,34.029999,299300,33.863609
2017-06-05,34.187,34.227,34.137,33.990002,208300,33.823807
2017-06-06,34.097,34.177,34.026,33.919998,291200,33.754147
2017-06-07,34.117,34.157,33.976,33.889999,216000,33.724293
2017-06-08,34.097,34.187,34.046,33.939999,236400,33.774048
2017-06-09,34.127,34.328,34.127,34.130001,313400,33.96312
2017-06-12,34.268,34.398,34.227,34.169998,327800,34.002922
2017-06-13,34.388,34.489,34.368,34.299999,284100,34.132286
2017-06-14,34.539,34.539,34.278,34.23,279800,34.06263
2017-06-15,34.167,34.308,34.167,34.110001,211500,33.943218
2017-06-16,34.308,34.318,34.137,34.110001,242700,33.943218
2017-06-19,34.398,34.529,34.378,34.360001,207000,34.191998
2017-06-20,34.428,34.428,34.237,34.09,303600,33.923317
2017-06-21,34.247,34.278,34.067,33.919998,289800,33.754147
2017-06-22,34.127,34.197,34.077,33.91,201200,33.744194
2017-06-23,34.127,34.197,34.077,33.950001,236100,33.784
2017-06-26,33.9,33.99,33.87,33.91,221100,33.91
2017-06-27,33.86,33.96,33.69,33.689999,240100,33.689999
2017-06-28,33.86,34.03,33.86,33.959999,406800,33.959999
2017-06-29,34,34.05,33.6,33.740002,239900,33.740002
2017-06-30,NA,NA,NA,NA,NA,NA
2017-07-03,33.95,34.15,33.95,34.049999,241100,34.049999
2017-07-07,33.7,33.81,33.644,33.799999,227981,33.799999
