"Date","STIP.Open","STIP.High","STIP.Low","STIP.Close","STIP.Volume","STIP.Adjusted"
2016-03-23,101.581,101.581,101.5,100.160004,15100,98.83812
2016-03-24,101.449,101.672,101.368,100.120003,22000,98.798653
2016-03-28,101.459,101.459,101.398,100.110001,19300,98.78878
2016-03-29,101.51,101.824,101.489,100.480003,58200,99.153893
2016-03-30,101.885,101.976,101.834,100.629997,121500,99.301918
2016-03-31,102.016,102.047,101.935,100.68,25600,99.35125
2016-04-01,101.966,101.996,101.875,100.57,20600,99.242699
2016-04-04,101.925,102.006,101.905,100.639999,33200,99.311783
2016-04-05,101.935,101.945,101.875,100.529999,17600,99.203239
2016-04-06,101.956,101.956,101.844,100.510002,24800,99.183495
2016-04-07,102.006,102.006,101.945,100.639999,30000,99.311783
2016-04-08,101.996,102.016,101.945,100.660004,20000,99.331528
2016-04-11,101.966,102.037,101.935,100.599998,13900,99.272308
2016-04-12,101.895,101.895,101.814,100.519997,22100,99.193359
2016-04-13,101.834,101.875,101.814,100.519997,51300,99.193359
2016-04-14,101.733,101.793,101.692,100.379997,31000,99.055214
2016-04-15,101.682,101.804,101.662,100.43,22000,99.104546
2016-04-18,101.692,101.743,101.641,100.339996,32000,99.015747
2016-04-19,101.692,101.804,101.692,100.440002,67200,99.114426
2016-04-20,101.783,101.834,101.702,100.389999,34100,99.065079
2016-04-21,101.702,101.773,101.662,100.360001,29000,99.035477
2016-04-22,101.753,101.753,101.662,100.379997,19100,99.055214
2016-04-25,101.733,101.753,101.672,100.330002,15300,99.005875
2016-04-26,101.641,101.712,101.621,100.300003,21200,98.976273
2016-04-27,101.773,101.844,101.712,100.449997,20500,99.124283
2016-04-28,101.864,102.047,101.864,100.660004,25400,99.331528
2016-04-29,101.925,102.047,101.925,100.68,33700,99.35125
