"Date","SCHA.Open","SCHA.High","SCHA.Low","SCHA.Close","SCHA.Volume","SCHA.Adjusted"
2013-02-11,44.028,44.028,43.783,41.23,268300,38.675255
2013-02-12,44.049,44.22,43.964,41.400002,297600,38.834736
2013-02-13,44.22,44.38,44.124,41.549999,211700,38.97543
2013-02-14,44.188,44.497,44.188,41.689999,178300,39.106762
2013-02-15,44.38,44.561,44.305,41.630001,185500,39.050491
2013-02-19,44.487,44.806,44.487,42.009998,215500,39.406929
2013-02-20,44.849,44.892,43.953,41.279999,269400,38.72216
2013-02-21,43.975,43.975,43.239,40.810001,271700,38.281292
2013-02-22,43.73,43.964,43.698,41.23,146800,38.675255
2013-02-25,44.241,44.241,43.015,40.41,206900,37.906071
2013-02-26,43.303,43.388,42.887,40.549999,109800,38.037399
2013-02-27,43.218,43.953,43.218,41.029999,209700,38.487663
2013-02-28,43.74,44.092,43.698,41.099998,144900,38.553318
2013-03-01,43.58,43.985,43.197,41.18,277600,38.628368
2013-03-04,43.879,44.049,43.602,41.310001,188800,38.750313
2013-03-05,44.284,44.625,44.284,41.810001,225500,39.21933
2013-03-06,44.7,44.774,44.529,41.91,168900,39.313129
2013-03-07,44.689,44.87,44.646,42.09,416700,39.481972
2013-03-08,45.233,45.307,44.892,42.48,616100,39.847813
2013-03-11,45.147,45.339,45.094,42.52,275700,39.885334
2013-03-12,45.233,45.361,45.084,42.419998,201400,39.791523
2013-03-13,45.233,45.478,45.137,42.610001,174300,39.969753
2013-03-14,45.521,45.851,45.499,43,316700,40.335587
2013-03-15,45.83,45.936,45.681,42.990002,332400,40.32621
2013-03-18,45.179,45.53,45.019,42.639999,328100,40.111729
2013-03-19,45.434,45.53,44.817,42.52,157900,39.998844
2013-03-20,45.434,45.593,45.37,42.849998,153300,40.309277
2013-03-21,45.243,45.519,45.051,42.529999,168200,40.008247
2013-03-22,45.349,45.423,45.243,42.630001,108900,40.102318
2013-03-25,45.476,45.7,45.051,42.619999,265600,40.092907
2013-03-26,45.519,45.561,45.264,42.790001,176000,40.252838
2013-03-27,45.168,45.561,45.03,42.84,197500,40.29987
2013-03-28,45.519,45.7,45.445,42.860001,345400,40.318687
2013-04-01,45.53,45.593,44.839,42.360001,414900,39.848324
2013-04-02,45.296,45.381,44.669,42.150002,285200,39.650787
2013-04-03,44.849,44.902,43.978,41.5,282900,39.039318
2013-04-04,44.116,44.424,44.041,41.790001,163300,39.312122
2013-04-05,43.776,44.35,43.531,41.720001,163000,39.246288
2013-04-08,44.435,44.711,44.18,42.049999,333500,39.556717
2013-04-09,44.807,44.902,44.541,42.049999,111800,39.556717
2013-04-10,44.817,45.455,44.817,42.720001,166300,40.186985
2013-04-11,45.402,45.763,45.381,42.82,168800,40.281052
2013-04-12,45.391,45.455,45.041,42.650002,172800,40.12114
2013-04-15,45.009,45.073,43.637,41.16,266300,38.719482
2013-04-16,44.095,44.424,43.924,41.77,274400,39.293308
2013-04-17,44.052,44.105,43.319,41.049999,253400,38.616005
2013-04-18,43.691,43.754,43.244,40.84,132000,38.418453
2013-04-19,43.595,43.893,43.244,41.25,1e+05,38.804142
2013-04-22,43.967,44.052,43.255,41.360001,211500,38.907627
2013-04-23,44.286,44.594,44.148,41.919998,191700,39.434414
2013-04-24,44.541,44.881,44.509,42.18,158100,39.679001
2013-04-25,44.934,45.381,44.934,42.419998,144200,39.90477
2013-04-26,44.987,45.136,44.732,42.240002,120600,39.735451
2013-04-29,45.115,45.338,44.977,42.549999,197400,40.027065
2013-04-30,45.232,45.445,45.019,42.73,252700,40.196392
2013-05-01,45.306,45.338,44.509,41.889999,210000,39.406197
2013-05-02,44.764,45.158,44.647,42.459999,277500,39.942398
2013-05-03,45.657,46.093,45.604,43.049999,311400,40.497421
2013-05-06,45.806,46.114,45.742,43.299999,174700,40.73259
2013-05-07,46.146,46.444,45.976,43.68,168100,41.090065
2013-05-08,46.348,46.603,46.263,43.810001,131500,41.212353
2013-05-09,46.561,46.646,46.348,43.669998,116400,41.08065
2013-05-10,46.518,46.848,46.454,44.029999,138500,41.419304
2013-05-13,46.763,46.901,46.593,43.939999,140100,41.334644
2013-05-14,46.816,47.305,46.816,44.5,140800,41.861439
2013-05-15,47.145,47.634,47.145,44.66,147100,42.011959
2013-05-16,47.347,47.624,47.22,44.52,153200,41.880249
2013-05-17,47.507,47.868,47.401,44.990002,292500,42.322392
2013-05-20,47.698,48.145,47.688,45.119999,250600,42.444679
2013-05-21,47.975,48.177,47.847,45.189999,151300,42.510532
2013-05-22,48.07,48.442,46.965,44.439999,316800,41.804993
2013-05-23,46.72,47.305,46.433,44.43,227200,41.795597
2013-05-24,47.05,47.273,46.741,44.450001,104800,41.814404
2013-05-28,47.9,48.198,47.517,44.98,220400,42.312977
2013-05-29,47.528,47.666,47.018,44.610001,197700,41.964916
2013-05-30,47.528,47.815,47.496,44.889999,77800,42.228317
2013-05-31,47.475,47.826,47.305,44.52,130100,41.880249
2013-06-03,47.422,47.624,46.805,44.639999,306500,41.993137
2013-06-04,47.496,47.73,46.752,44.299999,184200,41.673298
2013-06-05,47.039,47.039,46.348,43.669998,198400,41.08065
2013-06-06,46.433,46.922,46.199,44.119999,162300,41.503979
2013-06-07,47.188,47.443,46.901,44.540001,180900,41.899071
2013-06-10,47.581,47.613,47.199,44.720001,229200,42.068401
2013-06-11,47.092,47.39,46.72,44.259998,174400,41.63567
2013-06-12,47.316,47.39,46.529,43.849998,157800,41.249969
2013-06-13,46.561,47.507,46.433,44.57,104800,41.927284
2013-06-14,47.358,47.528,46.954,44.310001,458300,41.682709
2013-06-17,47.496,47.592,47.145,44.560001,203900,41.917881
2013-06-18,47.496,48.028,47.464,45.07,210100,42.397648
2013-06-19,47.879,48.006,47.305,44.540001,177000,41.899071
2013-06-20,46.625,46.773,45.965,43.400002,425900,40.826664
2013-06-21,46.157,46.476,45.615,43.5,308500,40.920734
2013-06-24,45.408,45.651,44.889,42.810001,333800,40.417526
2013-06-25,45.747,45.905,45.397,43.220001,622700,40.804611
2013-06-26,46.255,46.308,45.853,43.470001,157200,41.040634
2013-06-27,46.361,46.827,46.34,44.139999,210600,41.673195
2013-06-28,46.7,46.943,46.52,43.990002,227000,41.531578
2013-07-01,46.827,47.537,46.763,44.639999,364200,42.145256
2013-07-02,47.346,47.643,47.018,44.669998,337400,42.173576
2013-07-03,47.113,47.452,47.018,44.669998,189100,42.173576
2013-07-05,47.823,48.013,47.314,45.330002,226600,42.796688
2013-07-08,48.225,48.31,48.087,45.450001,312000,42.909985
2013-07-09,48.649,48.691,48.267,45.860001,712200,43.297073
2013-07-10,48.606,48.755,48.479,45.98,1060000,43.410366
2013-07-11,49.242,49.528,49.041,46.470001,292300,43.87299
2013-07-12,49.263,49.56,49.263,46.689999,323000,44.080685
2013-07-15,49.539,49.772,49.464,46.919998,371400,44.297821
2013-07-16,49.782,49.814,49.358,46.709999,270900,44.099564
2013-07-17,49.74,49.846,49.517,46.860001,234700,44.241184
2013-07-18,49.824,50.227,49.814,47.25,200600,44.609386
2013-07-19,49.941,50.121,49.856,47.299999,206100,44.656601
2013-07-22,50.132,50.291,50.047,47.389999,267000,44.741562
2013-07-23,50.396,50.481,50.1,47.380001,437000,44.732128
2013-07-24,50.449,50.449,49.719,46.98,301800,44.354477
2013-07-25,49.697,50.227,49.697,47.41,276700,44.760448
2013-07-26,49.888,50.005,49.666,47.189999,380200,44.552742
2013-07-29,49.877,50.047,49.496,46.860001,220300,44.241184
2013-07-30,49.793,49.93,49.623,47.009998,153800,44.382809
2013-07-31,49.973,50.354,49.867,47.119999,203600,44.486656
2013-08-01,50.386,50.788,50.386,47.84,354400,45.166412
2013-08-02,50.524,50.735,50.386,47.830002,332100,45.156979
2013-08-05,50.651,50.873,50.555,47.950001,206600,45.270275
2013-08-06,50.598,50.746,50.153,47.450001,237000,44.798214
2013-08-07,50.089,50.153,49.761,47.130001,282100,44.496098
2013-08-08,50.28,50.375,49.93,47.369999,181900,44.722687
2013-08-09,50.11,50.354,49.93,47.380001,205500,44.732128
2013-08-12,49.877,50.407,49.835,47.549999,279100,44.892616
2013-08-13,50.471,50.471,50.015,47.490002,226400,44.835979
2013-08-14,50.28,50.396,50.1,47.310001,590600,44.666039
2013-08-15,49.719,49.719,49.136,46.48,375200,43.882427
2013-08-16,49.147,49.39,48.839,46.34,271800,43.750237
2013-08-19,49.009,49.094,48.575,45.860001,240400,43.297073
2013-08-20,48.67,49.348,48.649,46.509998,178700,43.910744
2013-08-21,49.104,49.443,48.786,46.25,233900,43.665272
2013-08-22,49.2,49.75,49.136,46.880001,138900,44.260067
2013-08-23,49.803,49.824,49.475,46.959999,215500,44.33559
2013-08-26,49.888,50.079,49.613,46.990002,213700,44.363914
2013-08-27,49.189,49.38,48.564,45.900002,192400,43.334843
2013-08-28,48.617,48.914,48.501,46.02,284400,43.448124
2013-08-29,48.691,49.316,48.691,46.380001,666800,43.788002
2013-08-30,49.168,49.168,48.331,45.669998,145900,43.117683
2013-09-03,48.988,49.295,48.215,45.869999,439600,43.306511
2013-09-04,48.649,49.072,48.479,46.27,115800,43.684158
2013-09-05,49.125,49.348,49.041,46.41,127200,43.81633
2013-09-06,49.475,49.539,48.596,46.549999,1167900,43.948505
2013-09-09,49.401,50.058,49.401,47.220001,141200,44.58107
2013-09-10,50.375,50.492,50.163,47.669998,388600,45.00592
2013-09-11,50.46,50.629,50.312,47.669998,198000,45.00592
2013-09-12,50.534,50.587,50.216,47.470001,124200,44.817097
2013-09-13,50.418,50.481,50.153,47.630001,119000,44.968155
2013-09-16,51.064,51.106,50.566,47.759998,202100,45.090885
2013-09-17,50.682,51.064,50.449,48.200001,133600,45.506294
2013-09-18,51.106,51.71,50.693,48.639999,176300,45.921711
2013-09-19,51.689,51.731,51.371,48.580002,186600,45.865063
2013-09-20,51.54,51.572,51.18,48.369999,129300,45.666798
2013-09-23,50.833,50.938,50.421,48.099998,172900,45.552204
2013-09-24,50.875,51.244,50.537,48.189999,86700,45.637436
2013-09-25,51.023,51.318,50.801,48.169998,4e+05,45.618504
2013-09-26,51.044,51.329,50.896,48.41,172000,45.845779
2013-09-27,50.885,51.118,50.801,48.27,138500,45.713203
2013-09-30,50.326,51.033,50.019,48.220001,215900,45.665848
2013-10-01,50.949,51.624,50.854,48.84,414200,46.25301
2013-10-02,51.202,51.519,50.959,48.700001,204800,46.12043
2013-10-03,51.329,51.413,50.6,48.23,194700,45.67532
2013-10-04,50.928,51.434,50.875,48.599998,156200,46.025719
2013-10-07,50.811,51.065,50.685,48,234600,45.457504
2013-10-08,50.737,50.811,49.798,47.200001,1287900,44.699879
2013-10-09,49.956,49.956,49.291,47,251100,44.510471
2013-10-10,50.22,50.843,50.22,48.07,227800,45.5238
2013-10-11,50.695,51.434,50.653,48.700001,761100,46.12043
2013-10-14,51.139,51.751,51.001,48.970001,221500,46.376122
2013-10-15,51.635,51.709,51.086,48.52,419500,45.949963
2013-10-16,51.498,51.878,51.477,49.119999,240100,46.518173
2013-10-17,51.741,52.321,51.265,49.5,448100,46.878052
2013-10-18,52.67,52.839,52.416,50.029999,302300,47.379974
2013-10-21,52.997,53.314,52.638,49.990002,322300,47.342106
2013-10-22,53.029,53.314,52.786,50.18,318300,47.522034
2013-10-23,52.765,52.987,52.533,50,192000,47.351563
2013-10-24,52.87,53.208,52.744,50.279999,181500,47.61673
2013-10-25,53.219,53.325,52.955,50.419998,352900,47.749317
2013-10-28,53.335,53.346,52.923,50.400002,337000,47.730389
2013-10-29,53.472,53.483,53.008,50.560001,255100,47.881905
2013-10-30,53.483,53.525,52.617,50,228400,47.351563
2013-10-31,52.797,52.987,52.385,49.779999,166500,47.143219
2013-11-01,52.691,52.754,52.047,49.619999,406400,46.991684
2013-11-04,52.659,53.05,52.543,50.209999,116400,47.550449
2013-11-05,52.87,52.997,52.49,50.080002,138300,47.427326
2013-11-06,53.272,53.272,52.543,49.77,375700,47.133747
2013-11-07,52.807,52.881,51.635,48.950001,250000,46.357174
2013-11-08,51.751,52.691,51.751,49.82,160300,47.181095
2013-11-11,52.596,52.828,52.364,49.970001,127300,47.323154
2013-11-12,52.659,52.765,52.416,49.959999,121500,47.313679
2013-11-13,52.448,53.282,52.374,50.459999,111800,47.787197
2013-11-14,53.187,53.42,53.008,50.560001,192400,47.881905
2013-11-15,53.493,53.641,53.272,50.740002,145200,48.052376
2013-11-18,53.852,53.916,53.061,50.380001,146500,47.711437
2013-11-19,53.282,53.42,52.712,50.07,150200,47.41785
2013-11-20,53.177,53.219,52.649,50.060001,141000,47.408394
2013-11-21,52.987,53.684,52.987,50.82,142700,48.128136
2013-11-22,53.705,53.948,53.557,51.060001,130200,48.355423
2013-11-25,54.085,54.085,53.779,50.970001,205300,48.270187
2013-11-26,53.937,54.296,53.863,51.330002,163600,48.611118
2013-11-27,54.275,54.497,54.201,51.59,195900,48.857346
2013-11-29,54.761,54.761,54.412,51.529999,147700,48.800522
2013-12-02,54.486,54.571,53.948,51.16,474700,48.450123
2013-12-03,53.948,54.106,53.515,50.939999,190000,48.241776
2013-12-04,53.557,53.99,53.166,50.810001,218900,48.118664
2013-12-05,53.652,53.789,53.483,50.810001,118800,48.118664
2013-12-06,54.169,54.275,53.937,51.209999,133000,48.497478
2013-12-09,54.169,54.497,53.916,51.200001,225000,48.488007
2013-12-10,54.032,54.233,53.652,50.869999,209600,48.17548
2013-12-11,53.8,53.8,52.702,50.029999,275600,47.379974
2013-12-12,52.786,53.082,52.702,50.07,201300,47.41785
2013-12-13,53.071,53.198,52.754,50.27,135400,47.607269
2013-12-16,53.303,53.652,53.272,50.740002,179900,48.052376
2013-12-17,53.652,53.673,53.24,50.75,204200,48.06184
2013-12-18,53.641,54.243,53.061,51.369999,210000,48.649002
2013-12-19,54.233,54.243,53.874,51.060001,276900,48.355423
2013-12-20,54.043,54.824,54.043,51.849998,489200,49.103573
2013-12-23,54.696,54.948,54.622,52.189999,250900,49.589108
2013-12-24,54.99,55.211,54.969,52.360001,155100,49.750633
2013-12-26,55.338,55.464,55.096,52.419998,201300,49.807644
2013-12-27,55.422,55.432,54.98,52.400002,162500,49.788643
2013-12-30,55.148,55.254,54.99,52.400002,203800,49.788643
2013-12-31,55.317,55.443,55.211,52.5,264500,49.883656
2014-01-02,55.159,55.159,54.538,52.040001,489000,49.446587
2014-01-03,54.99,55.085,54.748,52.23,245400,49.627113
2014-01-06,55.211,55.254,54.58,51.869999,263800,49.285061
2014-01-07,54.79,55.233,54.78,52.290001,335400,49.68412
2014-01-08,55.085,55.233,54.769,52.400002,311300,49.788643
2014-01-09,55.359,55.432,54.885,52.470001,243300,49.855164
2014-01-10,55.275,55.611,55.064,52.84,214800,50.206718
2014-01-13,55.485,55.58,54.601,52.119999,390700,49.522602
2014-01-14,55.096,55.569,54.906,52.73,236500,50.102196
2014-01-15,55.717,55.906,55.632,53.110001,257900,50.463261
2014-01-16,55.706,55.948,55.675,53.099998,268200,50.453762
2014-01-17,55.885,55.885,55.517,52.830002,445400,50.197212
2014-01-21,56.032,56.106,55.58,53.150002,248400,50.501274
2014-01-22,56.001,56.295,55.906,53.450001,189200,50.786312
2014-01-23,55.917,56.064,55.538,53.040001,342200,50.396751
2014-01-24,55.517,55.569,54.38,51.77,417700,49.190033
2014-01-27,54.685,54.685,53.317,51.009998,1159800,48.467915
2014-01-28,53.78,54.275,53.749,51.57,210200,49.000011
2014-01-29,54.306,54.306,53.443,50.900002,335500,48.363396
2014-01-30,54.054,54.612,53.938,51.66,337400,49.085522
2014-01-31,53.675,54.433,53.622,51.360001,265200,48.800472
2014-02-03,53.949,54.054,52.191,49.709999,655100,47.232704
2014-02-04,52.612,53.001,52.244,50.169998,276400,47.669769
2014-02-05,52.58,52.686,51.907,49.869999,275300,47.384727
2014-02-06,52.665,53.17,52.665,50.419998,173900,47.90731
2014-02-07,53.307,53.675,53.096,51,232400,48.458416
2014-02-10,53.706,53.749,53.317,51.07,403300,48.524921
2014-02-11,53.854,54.38,53.717,51.52,284500,48.952496
2014-02-12,54.422,54.706,54.285,51.75,433700,49.171036
2014-02-13,53.991,55.169,53.938,52.349998,242700,49.741135
2014-02-14,55.001,55.306,54.833,52.52,531100,49.902664
2014-02-18,55.454,55.853,55.275,53,768000,50.358734
2014-02-19,55.611,55.906,55.233,52.52,332400,49.902664
2014-02-20,55.264,55.875,55.222,53.029999,172300,50.387245
2014-02-21,55.959,56.138,55.811,53.169998,171300,50.520264
2014-02-24,56.032,56.716,56.032,53.599998,247500,50.928841
2014-02-25,56.443,56.674,56.201,53.630001,227200,50.957348
2014-02-26,56.474,57.032,56.327,53.91,267100,51.223396
2014-02-27,56.569,57.032,56.464,54.189999,203300,51.489429
2014-02-28,57.043,57.348,56.527,53.990002,475200,51.299408
2014-03-03,56.422,56.738,55.99,53.75,296700,51.071369
2014-03-04,57.295,58.043,57.222,54.939999,408700,52.202061
2014-03-05,57.822,57.885,57.653,54.900002,217200,52.164059
2014-03-06,57.958,58.032,57.632,54.919998,387300,52.18306
2014-03-07,58.064,58.095,57.495,54.900002,285500,52.164059
2014-03-10,57.695,57.737,57.201,54.669998,242500,51.945522
2014-03-11,57.632,57.779,56.801,54.169998,201000,51.470432
2014-03-12,56.759,57.253,56.527,54.389999,228000,51.679474
2014-03-13,57.464,57.474,56.253,53.709999,319900,51.03336
2014-03-14,56.369,56.959,56.369,53.900002,667700,51.213898
2014-03-17,57.127,57.464,56.969,54.25,210700,51.546448
2014-03-18,57.201,57.843,57.106,54.91,178900,52.173561
2014-03-19,57.843,57.843,57.095,54.610001,173300,51.888504
2014-03-20,57.358,57.695,57.085,54.740002,261900,52.012028
2014-03-21,57.811,58.085,57.358,54.5,167700,51.783997
2014-03-24,57.13,57.224,55.851,53.75,246600,51.275528
2014-03-25,56.679,56.91,55.956,53.720001,232600,51.24691
2014-03-26,56.721,56.721,55.39,52.84,282600,50.407425
2014-03-27,55.484,55.589,54.929,52.639999,234400,50.216629
2014-03-28,55.243,55.935,55.138,52.709999,148200,50.283401
2014-03-31,55.683,56.312,55.463,53.599998,260500,51.132439
2014-04-01,56.323,56.91,56.323,54.25,822600,51.75251
2014-04-02,57.12,57.214,56.889,54.540001,475800,52.029156
2014-04-03,57.193,57.224,56.459,54.040001,235200,51.552174
2014-04-04,57.078,57.099,55.317,52.959999,408300,50.521896
2014-04-07,55.348,55.379,54.279,52.060001,566100,49.663326
2014-04-08,54.604,55.201,54.331,52.470001,236600,50.054459
2014-04-09,55.233,55.809,55.055,53.209999,217100,50.760384
2014-04-10,55.767,55.767,54.101,51.84,308700,49.453465
2014-04-11,53.922,54.415,53.377,51.110001,535800,48.757065
2014-04-14,54.069,54.268,53.241,51.25,285600,48.890629
2014-04-15,53.807,54.216,52.874,51.48,247700,49.110031
2014-04-16,54.405,54.667,54.132,52.130001,184300,49.73011
2014-04-17,54.541,55.055,54.415,52.360001,193800,49.949516
2014-04-21,55.034,55.128,54.593,52.52,390400,50.10215
2014-04-22,55.212,55.83,55.17,53.139999,257700,50.693615
2014-04-23,55.6,55.746,55.348,52.849998,138800,50.416958
2014-04-24,55.767,55.788,54.824,52.75,293400,50.321568
2014-04-25,55.044,55.107,54.216,51.869999,206500,49.482075
2014-04-28,54.604,54.761,53.304,51.52,287300,49.148186
2014-04-29,54.289,54.478,54.08,51.75,149400,49.367603
2014-04-30,54.164,54.625,53.776,52.110001,272800,49.711033
2014-05-01,54.509,55.002,54.122,52.099998,244100,49.701485
2014-05-02,54.761,55.159,54.562,52.23,185900,49.825508
2014-05-05,54.384,54.771,54.059,52.119999,550700,49.720566
2014-05-06,54.509,54.635,53.901,51.470001,174100,49.100498
2014-05-07,54.017,54.069,53.168,51.470001,265000,49.100498
2014-05-08,53.88,54.436,53.367,51.049999,159800,48.699825
2014-05-09,53.346,53.776,53.157,51.290001,271200,48.928776
2014-05-12,54.069,55.034,54.017,52.380001,352300,49.968601
2014-05-13,54.834,55.044,54.447,51.939999,359700,49.548855
2014-05-14,54.394,54.394,53.671,51.32,194600,48.957394
2014-05-15,53.535,53.535,52.685,50.900002,259000,48.556736
2014-05-16,53.43,53.608,52.968,51.139999,152300,48.78569
2014-05-19,53.514,54.247,53.409,51.599998,778800,49.224506
2014-05-20,53.933,53.975,53.147,50.919998,257600,48.575809
2014-05-21,53.66,53.828,53.21,51.189999,156700,48.833374
2014-05-22,53.734,54.216,53.608,51.560001,106300,49.186348
2014-05-23,54.111,54.593,54.059,52.029999,144700,49.634712
2014-05-27,54.971,55.348,54.918,52.669998,326200,50.245251
2014-05-28,55.212,55.212,54.792,52.5,208300,50.083073
2014-05-29,55.149,55.254,54.866,52.66,89900,50.235706
2014-05-30,55.17,55.212,54.792,52.43,134700,50.016293
2014-06-02,55.075,55.086,54.478,52.380001,161200,49.968601
2014-06-03,54.698,54.939,54.478,52.299999,129200,49.892273
2014-06-04,54.656,55.138,54.52,52.599998,128200,50.178471
2014-06-05,55.285,56.04,54.939,53.380001,180000,50.922569
2014-06-06,56.187,56.606,56.176,53.869999,222300,51.390003
2014-06-09,56.533,57.109,56.428,54.23,213200,51.733437
2014-06-10,56.763,56.837,56.438,54.110001,129500,51.618954
2014-06-11,56.459,56.564,56.239,53.880001,446200,51.399548
2014-06-12,56.47,56.47,55.946,53.529999,231900,51.065651
2014-06-13,56.323,56.396,55.851,53.689999,110200,51.218288
2014-06-16,56.218,56.501,56.061,53.880001,97900,51.399548
2014-06-17,56.407,57.12,56.302,54.34,144300,51.838367
2014-06-18,56.931,57.287,56.711,54.619999,143000,52.105476
2014-06-19,57.445,57.445,57.025,54.709999,136800,52.191338
2014-06-20,57.413,57.549,57.235,54.869999,119700,52.343967
2014-06-23,57.213,57.234,56.879,54.580002,206100,52.268314
2014-06-24,56.9,57.349,56.367,54.029999,207000,51.741608
2014-06-25,56.127,56.858,56.096,54.450001,140100,52.143818
2014-06-26,56.91,56.91,56.336,54.389999,123100,52.086357
2014-06-27,56.618,57.161,56.576,54.709999,108500,52.392803
2014-06-30,57.077,57.307,56.9,54.810001,233500,52.488571
2014-07-01,57.485,58.184,57.485,55.400002,247700,53.053585
2014-07-02,57.892,57.965,57.526,55.16,178100,52.823746
2014-07-03,57.819,57.944,57.725,55.439999,80400,53.091888
2014-07-07,57.788,57.798,57.057,54.66,202500,52.344921
2014-07-08,57.015,57.015,56.127,54.060001,224400,51.770332
2014-07-09,56.618,56.775,56.336,54.139999,148000,51.846951
2014-07-10,55.522,56.409,55.407,53.75,182300,51.473469
2014-07-11,56.159,56.19,55.814,53.66,109100,51.387272
2014-07-14,56.451,56.555,56.2,53.919998,109600,51.636269
2014-07-15,56.326,56.451,55.584,53.48,205400,51.214905
2014-07-16,56.127,56.127,55.584,53.419998,163000,51.157448
2014-07-17,55.469,55.751,54.874,52.639999,170300,50.41048
2014-07-18,55.093,55.783,54.979,53.349998,129500,51.090405
2014-07-21,55.428,55.584,55.198,53.18,146400,50.927605
2014-07-22,55.814,56.127,55.741,53.580002,119600,51.310665
2014-07-23,56.075,56.179,55.793,53.619999,129800,51.348972
2014-07-24,56.148,56.232,55.824,53.580002,107900,51.310665
2014-07-25,55.574,55.689,55.354,53.119999,171000,50.870144
2014-07-28,55.595,55.595,54.895,52.919998,186800,50.678612
2014-07-29,55.407,55.636,55.219,52.900002,114300,50.659466
2014-07-30,55.595,55.636,55.167,53,160200,50.755234
2014-07-31,54.864,54.926,54.143,51.869999,316600,49.673096
2014-08-01,54.122,54.362,53.517,51.66,287700,49.471989
2014-08-04,54.154,54.394,53.6,52,218200,49.797588
2014-08-05,54.049,54.561,53.819,51.82,249600,49.625206
2014-08-06,53.83,54.54,53.778,51.93,132800,49.730553
2014-08-07,54.488,54.55,53.788,51.689999,524300,49.500713
2014-08-08,54.049,54.519,53.882,52.189999,141700,49.979538
2014-08-11,54.78,55.292,54.707,52.639999,215800,50.41048
2014-08-12,54.874,55.083,54.425,52.330002,158600,50.113609
2014-08-13,54.822,55.187,54.759,52.759998,101700,50.525398
2014-08-14,55.167,55.302,55.083,52.93,238800,50.688202
2014-08-15,55.605,55.636,54.791,52.889999,129000,50.649883
2014-08-18,55.751,56.044,55.605,53.610001,178900,51.339394
2014-08-19,56.106,56.326,56.106,53.880001,153000,51.597958
2014-08-20,56.044,56.273,55.95,53.82,99800,51.540501
2014-08-21,56.148,56.336,55.814,53.880001,105300,51.597958
2014-08-22,56.221,56.43,56.023,53.91,153000,51.626694
2014-08-25,56.639,56.775,56.388,54.150002,153600,51.856529
2014-08-26,56.587,56.983,56.587,54.490002,104300,52.182125
2014-08-27,56.983,56.994,56.722,54.380001,84300,52.076782
2014-08-28,56.587,56.691,56.367,54.150002,125300,51.856529
2014-08-29,56.722,56.952,56.472,54.459999,112900,52.153393
2014-09-02,57.067,57.307,56.91,54.779999,299800,52.459846
2014-09-03,57.433,57.433,56.858,54.5,138500,52.191696
2014-09-04,57.088,57.318,56.555,54.25,119100,51.952286
2014-09-05,56.555,56.858,56.294,54.41,111800,52.105515
2014-09-08,56.816,56.973,56.566,54.470001,115500,52.162971
2014-09-09,56.764,56.764,56.211,53.91,138100,51.626694
2014-09-10,56.326,56.566,56.054,54.130001,97800,51.837368
2014-09-11,56.221,56.869,56.221,54.419998,218800,52.115089
2014-09-12,56.837,56.837,56.169,53.970001,392100,51.684158
2014-09-15,56.357,56.357,55.626,53.41,264100,51.147865
2014-09-16,55.595,56.159,55.584,53.689999,123900,51.416004
2014-09-17,56.127,56.482,55.929,53.810001,98200,51.530926
2014-09-18,56.357,56.493,56.263,54,79300,51.712875
2014-09-19,56.691,56.702,55.71,53.509998,570600,51.243626
2014-09-22,55.252,55.366,54.585,52.549999,206400,50.494144
2014-09-23,54.461,54.773,54.2,52.110001,167100,50.071362
2014-09-24,54.294,54.648,54.024,52.459999,199800,50.407665
2014-09-25,54.481,54.513,53.597,51.669998,181100,49.648567
2014-09-26,53.951,54.221,53.795,52.09,276700,50.052143
2014-09-29,53.659,54.294,53.618,52.02,595900,49.984879
2014-09-30,54.138,54.18,53.493,51.400002,182400,49.389137
2014-10-01,53.409,53.43,52.577,50.639999,416500,48.658871
2014-10-02,52.733,53.243,52.202,51,243900,49.004784
2014-10-03,53.503,53.722,53.191,51.419998,131000,49.408352
2014-10-06,53.649,53.743,53.056,51.07,189900,49.072041
2014-10-07,52.837,53.024,52.286,50.259998,180300,48.293736
2014-10-08,52.202,53.16,51.724,51.080002,509700,49.081661
2014-10-09,53.076,53.118,51.859,49.84,219200,47.890171
2014-10-10,51.734,52.109,50.985,49,279500,47.083023
2014-10-13,51.047,51.422,50.495,48.540001,403400,46.641029
2014-10-14,50.818,51.682,50.745,49.009998,254900,47.09264
2014-10-15,50.475,51.578,50.069,49.380001,449000,47.448162
2014-10-16,50.933,52.233,50.683,49.93,356900,47.976643
2014-10-17,52.535,52.764,51.817,50.009998,336700,48.053524
2014-10-20,51.869,52.65,51.869,50.59,181800,48.610825
2014-10-21,52.952,53.701,52.816,51.560001,273800,49.54287
2014-10-22,53.826,54.003,52.993,50.93,275600,48.937523
2014-10-23,53.42,54.2,53.409,51.759998,144700,49.73505
2014-10-24,53.867,54.034,53.628,51.900002,164700,49.869579
2014-10-27,53.847,53.961,53.285,51.790001,168900,49.763882
2014-10-28,54.117,55.168,54.065,53.009998,182400,50.93615
2014-10-29,55.314,55.522,54.69,52.889999,387700,50.820847
2014-10-30,54.929,55.585,54.742,53.240002,152600,51.157154
2014-10-31,56.365,56.376,55.814,53.959999,317800,51.848984
2014-11-03,56.282,56.511,55.97,53.939999,362900,51.829765
2014-11-04,55.98,56.157,55.595,53.669998,343000,51.570328
2014-11-05,56.334,56.334,55.772,53.740002,153600,51.637585
2014-11-06,56.022,56.199,55.803,54,160900,51.887413
